nucl;atom;AMBER;CHARMM;my_own;VDW R AMBER;VDW DEPTH AMBER;VDW R Charmm;VDW DEPTH Charmm;my_own
HWG;N9;0.01853;;;1.824;0.17;;;
HWG;C8;0.116102;;;1.908;0.086;;;
HWG;N7;-0.521456;;;1.824;0.17;;;
HWG;C5;0.168402;;;1.908;0.086;;;
HWG;C6;0.380744;;;1.908;0.086;;;
HWG;O6;-0.431488;;;1.6612;0.21;;;
HWG;N1;-0.000388;;;1.824;0.17;;;
HWG;C2;0.183355;;;1.908;0.086;;;
HWG;N2;-0.439328;;;1.824;0.17;;;
HWG;C23;0.202029;;;1.908;0.086;;;
HWG;C24;-0.339841;;;1.908;0.1094;;;
HWG;H41;0.108523;;;1.487;0.0157;;;
HWG;H42;0.108523;;;1.487;0.0157;;;
HWG;H43;0.108523;;;1.487;0.0157;;;
HWG;C11;-0.10125;;;1.908;0.086;;;
HWG;C12;-0.09209;;;1.908;0.1094;;;
HWG;C13;0.321524;;;1.908;0.1094;;;
HWG;C14;-0.099433;;;1.908;0.1094;;;
HWG;C45;0.741314;;;1.908;0.086;;;
HWG;O45;-0.5569;;;1.6612;0.21;;;
HWG;O46;-0.397862;;;1.6837;0.17;;;
HWG;C47;-0.065891;;;1.908;0.1094;;;
HWG;H71;0.09779;;;1.387;0.0157;;;
HWG;H72;0.09779;;;1.387;0.0157;;;
HWG;H73;0.09779;;;1.387;0.0157;;;
HWG;N15;-0.422917;;;1.824;0.17;;;
HWG;C16;0.778063;;;1.908;0.086;;;
HWG;O16;-0.612518;;;1.6612;0.21;;;
HWG;O17;-0.2852;;;1.6837;0.17;;;
HWG;C18;-0.074837;;;1.908;0.1094;;;
HWG;H81;0.090087;;;1.387;0.0157;;;
HWG;H82;0.090087;;;1.387;0.0157;;;
HWG;H83;0.090087;;;1.387;0.0157;;;
HWG;H15;0.233885;;;0.6;0.0157;;;
HWG;H14;0.024123;;;1.387;0.0157;;;
HWG;H13;0.105043;;;1.387;0.0157;;;
HWG;O32;-0.68079;;;1.721;0.2104;;;
HWG;H32;0.429852;;;0;0;;;
HWG;H21;0.059738;;;1.487;0.0157;;;
HWG;H22;0.059738;;;1.487;0.0157;;;
HWG;N3;-0.013935;;;1.824;0.17;;;
HWG;C4;-0.016541;;;1.908;0.086;;;
HWG;C39;-0.008917;;;1.908;0.1094;;;
HWG;H91;0.057422;;;1.387;0.0157;;;
HWG;H92;0.057422;;;1.387;0.0157;;;
HWG;H93;0.057422;;;1.387;0.0157;;;
HWG;H8;0.159495;;;1.359;0.015;;;
IAU;P;1.087832;;;2.1;0.2;;;
IAU;O1P;-0.76666;;;1.6612;0.21;;;
IAU;O2P;-0.76666;;;1.6612;0.21;;;
IAU;'O2''';-0.591348;;;1.721;0.2104;;;
IAU;'HO''2';0.410415;;;0;0;;;
IAU;N1;0.029489;;;1.824;0.17;;;
IAU;C2;0.5758;;;1.908;0.086;;;
IAU;O2;-0.56952;;;1.6612;0.21;;;
IAU;N3;-0.483499;;;1.824;0.17;;;
IAU;C4;0.604415;;;1.908;0.086;;;
IAU;O4;-0.555987;;;1.6612;0.21;;;
IAU;C5;-0.036258;;;1.908;0.086;;;
IAU;C6;-0.234173;;;1.908;0.086;;;
IAU;H6;0.219434;;;1.409;0.015;;;
IAU;C51;-0.191883;;;1.908;0.086;;;
IAU;H51;0.16728;;;1.459;0.015;;;
IAU;C52;-0.237744;;;1.908;0.086;;;
IAU;H52;0.128929;;;1.459;0.015;;;
IAU;C53;0.231281;;;1.908;0.1094;;;
IAU;H53;0.016188;;;1.487;0.0157;;;
IAU;C54;-0.268477;;;1.908;0.1094;;;
IAU;H41;0.066344;;;1.487;0.0157;;;
IAU;H42;0.066344;;;1.487;0.0157;;;
IAU;H43;0.066344;;;1.487;0.0157;;;
IAU;C36;-0.240557;;;1.908;0.1094;;;
IAU;H61;0.062891;;;1.487;0.0157;;;
IAU;H62;0.062891;;;1.487;0.0157;;;
IAU;H63;0.062891;;;1.487;0.0157;;;
IAU;H3;0.339395;;;0.6;0.0157;;;
INO;P;1.087832;;;2.1;0.2;;;
INO;O1P;-0.76666;;;1.6612;0.21;;;
INO;O2P;-0.76666;;;1.6612;0.21;;;
INO;'O2''';-0.591348;;;1.721;0.2104;;;
INO;'HO''2';0.410145;;;0;0;;;
INO;N9;-0.011223;;;1.824;0.17;;;
INO;C8;0.06265;;;1.908;0.086;;;
INO;N7;-0.534139;;;1.824;0.17;;;
INO;C5;0.119795;;;1.908;0.086;;;
INO;C6;0.580455;;;1.908;0.086;;;
INO;O6;-0.553801;;;1.6612;0.21;;;
INO;N1;-0.520806;;;1.824;0.17;;;
INO;C2;0.359438;;;1.908;0.086;;;
INO;N3;-0.618352;;;1.824;0.17;;;
INO;C4;0.350314;;;1.908;0.086;;;
INO;H2;0.122322;;;1.359;0.015;;;
INO;H1;0.346053;;;0.6;0.0157;;;
INO;H8;0.179114;;;1.359;0.015;;;
ISU;P;1.087832;;;2.1;0.2;;;
ISU;O1P;-0.76666;;;1.6612;0.21;;;
ISU;O2P;-0.76666;;;1.6612;0.21;;;
ISU;'O2''';-0.591348;;;1.721;0.2104;;;
ISU;'HO''2';0.410415;;;0;0;;;
ISU;N1;0.211024;;;1.824;0.17;;;
ISU;C2;-0.027774;;;1.908;0.086;;;
ISU;N3;-0.145143;;;1.824;0.17;;;
ISU;C4;0.561838;;;1.908;0.086;;;
ISU;O4;-0.546075;;;1.6612;0.21;;;
ISU;C5;0.000536;;;1.908;0.086;;;
ISU;C6;-0.203308;;;1.908;0.086;;;
ISU;H6;0.185512;;;1.409;0.015;;;
ISU;C51;-0.248613;;;1.908;0.086;;;
ISU;H51;0.180469;;;1.459;0.015;;;
ISU;C52;-0.187503;;;1.908;0.086;;;
ISU;H52;0.120328;;;1.459;0.015;;;
ISU;C53;0.228061;;;1.908;0.1094;;;
ISU;H53;0.012888;;;1.487;0.0157;;;
ISU;C54;-0.24787;;;1.908;0.1094;;;
ISU;H41;0.06232;;;1.487;0.0157;;;
ISU;H42;0.06232;;;1.487;0.0157;;;
ISU;H43;0.06232;;;1.487;0.0157;;;
ISU;C36;-0.238883;;;1.908;0.1094;;;
ISU;H61;0.062744;;;1.487;0.0157;;;
ISU;H62;0.062744;;;1.487;0.0157;;;
ISU;H63;0.062744;;;1.487;0.0157;;;
ISU;H3;0.242553;;;0.6;0.0157;;;
IWG;P;1.087832;;;2.1;0.2;;;
IWG;O1P;-0.76666;;;1.6612;0.21;;;
IWG;O2P;-0.76666;;;1.6612;0.21;;;
IWG;'O2''';-0.591348;;;1.721;0.2104;;;
IWG;'HO''2';0.410145;;;0;0;;;
IWG;N9;0.020827;;;1.824;0.17;;;
IWG;C8;0.102413;;;1.908;0.086;;;
IWG;N7;-0.51353;;;1.824;0.17;;;
IWG;C5;0.103993;;;1.908;0.086;;;
IWG;C6;0.508597;;;1.908;0.086;;;
IWG;O6;-0.502067;;;1.6612;0.21;;;
IWG;N1;0.019861;;;1.824;0.17;;;
IWG;C2;0.142318;;;1.908;0.086;;;
IWG;N2;-0.549784;;;1.824;0.17;;;
IWG;C22;0.225494;;;1.908;0.086;;;
IWG;C24;-0.081034;;;1.908;0.1094;;;
IWG;H41;0.037259;;;1.487;0.0157;;;
IWG;H42;0.037259;;;1.487;0.0157;;;
IWG;H43;0.037259;;;1.487;0.0157;;;
IWG;C11;-0.034476;;;1.908;0.086;;;
IWG;C13;-0.282023;;;1.908;0.1094;;;
IWG;H31;0.099582;;;1.487;0.0157;;;
IWG;H32;0.099582;;;1.487;0.0157;;;
IWG;H33;0.099582;;;1.487;0.0157;;;
IWG;N3;-0.235593;;;1.824;0.17;;;
IWG;C4;0.049055;;;1.908;0.086;;;
IWG;H3;0.335095;;;0.6;0.0157;;;
IWG;H8;0.16215;;;1.359;0.015;;;
K2C;P;1.087832;;;2.1;0.2;;;
K2C;O1P;-0.76666;;;1.6612;0.21;;;
K2C;O2P;-0.76666;;;1.6612;0.21;;;
K2C;'O2''';-0.591348;;;1.721;0.2104;;;
K2C;'HO''2';0.410145;;;0;0;;;
K2C;N1;0.036598;;;1.824;0.17;;;
K2C;C2;0.501618;;;1.908;0.086;;;
K2C;N3;-0.622126;;;1.824;0.17;;;
K2C;C4;0.800952;;;1.908;0.086;;;
K2C;N4;-0.962644;;;1.824;0.17;;;
K2C;H41;0.432611;;;0.6;0.0157;;;
K2C;H42;0.432611;;;0.6;0.0157;;;
K2C;C5;-0.479716;;;1.908;0.086;;;
K2C;C6;-0.010456;;;1.908;0.086;;;
K2C;H6;0.201658;;;1.409;0.015;;;
K2C;H5;0.20486;;;1.459;0.015;;;
K2C;N21;-0.284827;;;1.824;0.17;;;
K2C;H21;0.295501;;;0.6;0.0157;;;
K2C;C23;-0.013145;;;1.908;0.1094;;;
K2C;H31;0.041009;;;1.387;0.0157;;;
K2C;H32;0.041009;;;1.387;0.0157;;;
K2C;C25;0.014264;;;1.908;0.1094;;;
K2C;H51;0.021999;;;1.487;0.0157;;;
K2C;H52;0.021999;;;1.487;0.0157;;;
K2C;C26;-0.015386;;;1.908;0.1094;;;
K2C;H61;0.013608;;;1.487;0.0157;;;
K2C;H62;0.013608;;;1.487;0.0157;;;
K2C;C27;-0.055586;;;1.908;0.1094;;;
K2C;H71;0.001225;;;1.487;0.0157;;;
K2C;H72;0.001225;;;1.487;0.0157;;;
K2C;C28;0.008734;;;1.908;0.1094;;;
K2C;H81;-0.005206;;;1.487;0.0157;;;
K2C;H82;-0.005206;;;1.487;0.0157;;;
K2C;C29;0.190156;;;1.908;0.1094;;;
K2C;H29;0.041944;;;1.387;0.0157;;;
K2C;N91;-1.039982;;;1.824;0.17;;;
K2C;H11;0.369618;;;0.6;0.0157;;;
K2C;H12;0.369618;;;0.6;0.0157;;;
K2C;C99;0.876774;;;1.908;0.086;;;
K2C;O98;-0.749266;;;1.6612;0.21;;;
K2C;O97;-0.807834;;;1.6612;0.21;;;
M1G;P;1.087885;;;2.1;0.2;;;
M1G;O1P;-0.766672;;;1.6612;0.21;;;
M1G;O2P;-0.766672;;;1.6612;0.21;;;
M1G;'O2''';-0.327732;;;1.6837;0.17;;;
M1G;CM2;-0.038449;;;1.908;0.1094;;;
M1G;N9;0.022831;;;1.824;0.17;;;
M1G;C8;0.033072;;;1.908;0.086;;;
M1G;N7;-0.490896;;;1.824;0.17;;;
M1G;C5;0.056344;;;1.908;0.086;;;
M1G;C6;0.415262;;;1.908;0.086;;;
M1G;O6;-0.50776;;;1.6612;0.21;;;
M1G;N1;-0.083972;;;1.824;0.17;;;
M1G;C2;0.518414;;;1.908;0.086;;;
M1G;N2;-0.824116;;;1.824;0.17;;;
M1G;H21;0.382452;;;0.6;0.0157;;;
M1G;H22;0.382452;;;0.6;0.0157;;;
M1G;N3;-0.599231;;;1.824;0.17;;;
M1G;C4;0.264686;;;1.908;0.086;;;
M1G;C11;-0.052215;;;1.908;0.1094;;;
M1G;H11;0.06391;;;1.387;0.0157;;;
M1G;H12;0.06391;;;1.387;0.0157;;;
M1G;H13;0.06391;;;1.387;0.0157;;;
M1G;H8;0.172768;;;1.359;0.015;;;
M2A;P;1.087832;;;2.1;0.2;;;
M2A;O1P;-0.766672;;;1.6612;0.21;;;
M2A;O2P;-0.766672;;;1.6612;0.21;;;
M2A;'O2''';-0.327732;;;1.6837;0.17;;;
M2A;CM2;-0.038449;;;1.908;0.1094;;;
M2A;N9;0.088092;;;1.824;0.17;;;
M2A;C8;0.066175;;;1.908;0.086;;;
M2A;N7;-0.487156;;;1.824;0.17;;;
M2A;C5;0.113539;;;1.908;0.086;;;
M2A;C6;0.323655;;;1.908;0.086;;;
M2A;N6;-0.661293;;;1.824;0.17;;;
M2A;H61;0.392343;;;0.6;0.0157;;;
M2A;H62;0.392343;;;0.6;0.0157;;;
M2A;N1;-0.029341;;;1.824;0.17;;;
M2A;C2;0.188226;;;1.908;0.086;;;
M2A;N3;-0.500056;;;1.824;0.17;;;
M2A;C4;0.384238;;;1.908;0.086;;;
M2A;H2;0.18993;;;1.359;0.015;;;
M2A;C11;-0.155213;;;1.908;0.1094;;;
M2A;H11;0.120296;;;1.387;0.0157;;;
M2A;H12;0.120296;;;1.387;0.0157;;;
M2A;H13;0.120296;;;1.387;0.0157;;;
M2A;H8;0.21545;;;1.359;0.015;;;
M3U;P;1.087832;;;2.1;0.2;;;
M3U;O1P;-0.766672;;;1.6612;0.21;;;
M3U;O2P;-0.766672;;;1.6612;0.21;;;
M3U;'O2''';-0.327732;;;1.6837;0.17;;;
M3U;CM2;-0.038449;;;1.908;0.1094;;;
M3U;N1;0.012233;;;1.824;0.17;;;
M3U;C2;0.504749;;;1.908;0.086;;;
M3U;O2;-0.556614;;;1.6612;0.21;;;
M3U;N3;-0.068505;;;1.824;0.17;;;
M3U;C4;0.534121;;;1.908;0.086;;;
M3U;O4;-0.537202;;;1.6612;0.21;;;
M3U;C5;-0.372029;;;1.908;0.086;;;
M3U;C6;-0.169734;;;1.908;0.086;;;
M3U;H6;0.224278;;;1.409;0.015;;;
M3U;H5;0.195843;;;1.459;0.015;;;
M3U;C31;-0.182069;;;1.908;0.1094;;;
M3U;H11;0.098916;;;1.387;0.0157;;;
M3U;H12;0.098916;;;1.387;0.0157;;;
M3U;H13;0.098916;;;1.387;0.0157;;;
M4C;P;1.087885;;;2.1;0.2;;;
M4C;O1P;-0.766672;;;1.6612;0.21;;;
M4C;O2P;-0.766672;;;1.6612;0.21;;;
M4C;'O2''';-0.327732;;;1.6837;0.17;;;
M4C;CM2;-0.038449;;;1.908;0.1094;;;
M4C;N1;-0.055937;;;1.824;0.17;;;
M4C;C2;0.878782;;;1.908;0.086;;;
M4C;O2;-0.65033;;;1.6612;0.21;;;
M4C;N3;-0.78545;;;1.824;0.17;;;
M4C;C4;0.49294;;;1.908;0.086;;;
M4C;N4;-0.349253;;;1.824;0.17;;;
M4C;H41;0.31189;;;0.6;0.0157;;;
M4C;C42;-0.154224;;;1.908;0.1094;;;
M4C;H21;0.089412;;;1.387;0.0157;;;
M4C;H22;0.089412;;;1.387;0.0157;;;
M4C;H23;0.089412;;;1.387;0.0157;;;
M4C;C5;-0.315278;;;1.908;0.086;;;
M4C;C6;-0.120332;;;1.908;0.086;;;
M4C;H6;0.201422;;;1.409;0.015;;;
M4C;H5;0.159355;;;1.459;0.015;;;
M7G;P;1.08788;;;2.1;0.2;;;
M7G;O1P;-0.76667;;;1.6612;0.21;;;
M7G;O2P;-0.76667;;;1.6612;0.21;;;
M7G;'O2''';-0.32773;;;1.6837;0.17;;;
M7G;CM2;-0.03845;;;1.908;0.1094;;;
M7G;N9;0.194996;;;1.824;0.17;;;
M7G;C8;-0.0534;;;1.908;0.086;;;
M7G;N7;-0.021564;;;1.824;0.17;;;
M7G;C5;0.011695;;;1.908;0.086;;;
M7G;C6;0.398096;;;1.908;0.086;;;
M7G;O6;-0.482486;;;1.6612;0.21;;;
M7G;N1;-0.176353;;;1.824;0.17;;;
M7G;C2;0.34924;;;1.908;0.086;;;
M7G;N2;-0.313134;;;1.824;0.17;;;
M7G;H21;0.336186;;;0.6;0.0157;;;
M7G;C23;-0.144658;;;1.908;0.1094;;;
M7G;H31;0.109676;;;1.387;0.0157;;;
M7G;H32;0.109676;;;1.387;0.0157;;;
M7G;H33;0.109676;;;1.387;0.0157;;;
M7G;N3;-0.569852;;;1.824;0.17;;;
M7G;C4;0.240733;;;1.908;0.086;;;
M7G;H1;0.28892;;;0.6;0.0157;;;
M7G;C71;-0.210565;;;1.908;0.1094;;;
M7G;H11;0.151181;;;1.387;0.0157;;;
M7G;H12;0.151181;;;1.387;0.0157;;;
M7G;H13;0.151181;;;1.387;0.0157;;;
M7G;H8;0.251392;;;1.359;0.015;;;
MAC;P;1.087832;;;2.1;0.2;;;
MAC;O1P;-0.766672;;;1.6612;0.21;;;
MAC;O2P;-0.766672;;;1.6612;0.21;;;
MAC;'O2''';-0.327732;;;1.6837;0.17;;;
MAC;CM2;-0.038449;;;1.908;0.1094;;;
MAC;N1;-0.045457;;;1.824;0.17;;;
MAC;C2;0.744248;;;1.908;0.086;;;
MAC;O2;-0.620129;;;1.6612;0.21;;;
MAC;N3;-0.580367;;;1.824;0.17;;;
MAC;C4;0.617207;;;1.908;0.086;;;
MAC;N4;-0.550245;;;1.824;0.17;;;
MAC;H41;0.328308;;;0.6;0.0157;;;
MAC;C42;0.670707;;;1.908;0.086;;;
MAC;C43;-0.170258;;;1.908;0.1094;;;
MAC;H31;0.063364;;;1.487;0.0157;;;
MAC;H32;0.063364;;;1.487;0.0157;;;
MAC;H33;0.063364;;;1.487;0.0157;;;
MAC;O42;-0.573676;;;1.6612;0.21;;;
MAC;C5;-0.525131;;;1.908;0.086;;;
MAC;C6;-0.016571;;;1.908;0.086;;;
MAC;H6;0.198777;;;1.409;0.015;;;
MAC;H5;0.214316;;;1.459;0.015;;;
MAU;P;1.087832;;;2.1;0.2;;;
MAU;O1P;-0.766672;;;1.6612;0.21;;;
MAU;O2P;-0.766672;;;1.6612;0.21;;;
MAU;'O2''';-0.327732;;;1.6837;0.17;;;
MAU;CM2;-0.038449;;;1.908;0.1094;;;
MAU;N1;0.023299;;;1.824;0.17;;;
MAU;C2;0.537482;;;1.908;0.086;;;
MAU;O2;-0.592444;;;1.6612;0.21;;;
MAU;N3;-0.451804;;;1.824;0.17;;;
MAU;C4;0.55182;;;1.908;0.086;;;
MAU;O4;-0.579335;;;1.6612;0.21;;;
MAU;C5;-0.076874;;;1.908;0.086;;;
MAU;C6;-0.161209;;;1.908;0.086;;;
MAU;H6;0.149009;;;1.409;0.015;;;
MAU;C51;0.072961;;;1.908;0.1094;;;
MAU;H11;0.055338;;;1.387;0.0157;;;
MAU;H12;0.055338;;;1.387;0.0157;;;
MAU;N52;-0.588385;;;1.824;0.17;;;
MAU;H52;0.32687;;;0.6;0.0157;;;
MAU;C53;-0.035828;;;1.908;0.1094;;;
MAU;H31;0.023242;;;1.387;0.0157;;;
MAU;H32;0.023242;;;1.387;0.0157;;;
MAU;C54;0.834008;;;1.908;0.086;;;
MAU;O41;-0.804656;;;1.6612;0.21;;;
MAU;O42;-0.809735;;;1.6612;0.21;;;
MAU;H3;0.32948;;;0.6;0.0157;;;
MCU;P;1.087832;;;2.1;0.2;;;
MCU;O1P;-0.766672;;;1.6612;0.21;;;
MCU;O2P;-0.766672;;;1.6612;0.21;;;
MCU;'O2''';-0.327732;;;1.6837;0.17;;;
MCU;CM2;-0.038449;;;1.908;0.1094;;;
MCU;N1;0.052173;;;1.824;0.17;;;
MCU;C2;0.563477;;;1.908;0.086;;;
MCU;O2;-0.559079;;;1.6612;0.21;;;
MCU;N3;-0.451489;;;1.824;0.17;;;
MCU;C4;0.560994;;;1.908;0.086;;;
MCU;O4;-0.561345;;;1.6612;0.21;;;
MCU;C5;-0.067341;;;1.908;0.086;;;
MCU;C6;-0.242564;;;1.908;0.086;;;
MCU;H6;0.238357;;;1.409;0.015;;;
MCU;C51;-0.19338;;;1.908;0.1094;;;
MCU;H11;0.090042;;;1.487;0.0157;;;
MCU;H12;0.090042;;;1.487;0.0157;;;
MCU;C52;0.758613;;;1.908;0.086;;;
MCU;N53;-0.953385;;;1.824;0.17;;;
MCU;H31;0.41367;;;0.6;0.0157;;;
MCU;H32;0.41367;;;0.6;0.0157;;;
MCU;O52;-0.610391;;;1.6612;0.21;;;
MCU;H3;0.339755;;;0.6;0.0157;;;
MEU;P;1.087832;;;2.1;0.2;;;
MEU;O1P;-0.766672;;;1.6612;0.21;;;
MEU;O2P;-0.766672;;;1.6612;0.21;;;
MEU;'O2''';-0.327732;;;1.6837;0.17;;;
MEU;CM2;-0.038449;;;1.908;0.1094;;;
MEU;N1;0.058596;;;1.824;0.17;;;
MEU;C2;0.591993;;;1.908;0.086;;;
MEU;O2;-0.57283;;;1.6612;0.21;;;
MEU;N3;-0.525901;;;1.824;0.17;;;
MEU;C4;0.621644;;;1.908;0.086;;;
MEU;O4;-0.562147;;;1.6612;0.21;;;
MEU;C5;-0.014296;;;1.908;0.086;;;
MEU;C6;-0.320643;;;1.908;0.086;;;
MEU;H6;0.259184;;;1.409;0.015;;;
MEU;C51;-0.34738;;;1.908;0.1094;;;
MEU;H11;0.121696;;;1.487;0.0157;;;
MEU;H12;0.121696;;;1.487;0.0157;;;
MEU;C52;0.896077;;;1.908;0.086;;;
MEU;O53;-0.438936;;;1.6837;0.17;;;
MEU;C54;-0.000673;;;1.908;0.1094;;;
MEU;H41;0.082591;;;1.387;0.0157;;;
MEU;H42;0.082591;;;1.387;0.0157;;;
MEU;H43;0.082591;;;1.387;0.0157;;;
MEU;O52;-0.605747;;;1.6612;0.21;;;
MEU;H3;0.351713;;;0.6;0.0157;;;
MFC;P;1.087832;;;2.1;0.2;;;
MFC;O1P;-0.766672;;;1.6612;0.21;;;
MFC;O2P;-0.766672;;;1.6612;0.21;;;
MFC;'O2''';-0.327732;;;1.6837;0.17;;;
MFC;CM2;-0.038449;;;1.908;0.1094;;;
MFC;N1;0.005388;;;1.824;0.17;;;
MFC;C2;0.796188;;;1.908;0.086;;;
MFC;O2;-0.607972;;;1.6612;0.21;;;
MFC;N3;-0.725259;;;1.824;0.17;;;
MFC;C4;0.583026;;;1.908;0.086;;;
MFC;N4;-0.807987;;;1.824;0.17;;;
MFC;H41;0.40093;;;0.6;0.0157;;;
MFC;H42;0.40093;;;0.6;0.0157;;;
MFC;C5;-0.130809;;;1.908;0.086;;;
MFC;C6;-0.167688;;;1.908;0.086;;;
MFC;H6;0.205835;;;1.409;0.015;;;
MFC;C51;0.386146;;;1.908;0.086;;;
MFC;H51;0.040265;;;1.409;0.015;;;
MFC;O52;-0.497173;;;1.6612;0.21;;;
MIU;P;1.08783;;;2.1;0.2;;;
MIU;O1P;-0.76667;;;1.6612;0.21;;;
MIU;O2P;-0.76667;;;1.6612;0.21;;;
MIU;'O2''';-0.32773;;;1.6837;0.17;;;
MIU;CM2;-0.03845;;;1.908;0.1094;;;
MIU;N1;0.029489;;;1.824;0.17;;;
MIU;C2;0.5758;;;1.908;0.086;;;
MIU;O2;-0.56952;;;1.6612;0.21;;;
MIU;N3;-0.483499;;;1.824;0.17;;;
MIU;C4;0.604415;;;1.908;0.086;;;
MIU;O4;-0.555987;;;1.6612;0.21;;;
MIU;C5;-0.036258;;;1.908;0.086;;;
MIU;C6;-0.234173;;;1.908;0.086;;;
MIU;H6;0.219434;;;1.409;0.015;;;
MIU;C51;-0.191883;;;1.908;0.086;;;
MIU;H51;0.16728;;;1.459;0.015;;;
MIU;C52;-0.237744;;;1.908;0.086;;;
MIU;H52;0.128929;;;1.459;0.015;;;
MIU;C53;0.231281;;;1.908;0.1094;;;
MIU;H53;0.016188;;;1.487;0.0157;;;
MIU;C54;-0.268477;;;1.908;0.1094;;;
MIU;H41;0.066344;;;1.487;0.0157;;;
MIU;H42;0.066344;;;1.487;0.0157;;;
MIU;H43;0.066344;;;1.487;0.0157;;;
MIU;C46;-0.240577;;;1.908;0.1094;;;
MIU;H61;0.062891;;;1.487;0.0157;;;
MIU;H62;0.062891;;;1.487;0.0157;;;
MIU;H63;0.062891;;;1.487;0.0157;;;
MIU;H3;0.339395;;;0.6;0.0157;;;
MMA;P;1.087885;;;2.1;0.2;;;
MMA;O1P;-0.766672;;;1.6612;0.21;;;
MMA;O2P;-0.766672;;;1.6612;0.21;;;
MMA;'O2''';-0.327732;;;1.6837;0.17;;;
MMA;CM2;-0.038449;;;1.908;0.1094;;;
MMA;N9;-0.077943;;;1.824;0.17;;;
MMA;C8;0.138786;;;1.908;0.086;;;
MMA;N7;-0.590447;;;1.824;0.17;;;
MMA;C5;0.035792;;;1.908;0.086;;;
MMA;C6;0.449461;;;1.908;0.086;;;
MMA;N6;-0.305881;;;1.824;0.17;;;
MMA;H61;0.289829;;;0.6;0.0157;;;
MMA;C62;-0.288615;;;1.908;0.1094;;;
MMA;H21;0.126312;;;1.387;0.0157;;;
MMA;H22;0.126312;;;1.387;0.0157;;;
MMA;H23;0.126312;;;1.387;0.0157;;;
MMA;N1;-0.675618;;;1.824;0.17;;;
MMA;C2;0.551669;;;1.908;0.086;;;
MMA;N3;-0.734624;;;1.824;0.17;;;
MMA;C4;0.487581;;;1.908;0.086;;;
MMA;H2;0.055736;;;1.359;0.015;;;
MMA;H8;0.167159;;;1.359;0.015;;;
MMC;P;1.087885;;;2.1;0.2;;;
MMC;O1P;-0.766672;;;1.6612;0.21;;;
MMC;O2P;-0.766672;;;1.6612;0.21;;;
MMC;'O2''';-0.327732;;;1.6837;0.17;;;
MMC;CM2;-0.038449;;;1.908;0.1094;;;
MMC;N1;-0.067362;;;1.824;0.17;;;
MMC;C2;0.793908;;;1.908;0.086;;;
MMC;O2;-0.628902;;;1.6612;0.21;;;
MMC;N3;-0.726757;;;1.824;0.17;;;
MMC;C4;0.630415;;;1.908;0.086;;;
MMC;N4;-0.893341;;;1.824;0.17;;;
MMC;H41;0.409538;;;0.6;0.0157;;;
MMC;H42;0.409538;;;0.6;0.0157;;;
MMC;C5;-0.050992;;;1.908;0.086;;;
MMC;C6;-0.196158;;;1.908;0.086;;;
MMC;H6;0.215773;;;1.409;0.015;;;
MMC;C51;-0.270739;;;1.908;0.1094;;;
MMC;H11;0.085633;;;1.487;0.0157;;;
MMC;H12;0.085633;;;1.487;0.0157;;;
MMC;H13;0.085633;;;1.487;0.0157;;;
MMG;P;1.087885;;;2.1;0.2;;;
MMG;O1P;-0.766672;;;1.6612;0.21;;;
MMG;O2P;-0.766672;;;1.6612;0.21;;;
MMG;'O2''';-0.327732;;;1.6837;0.17;;;
MMG;CM2;-0.038449;;;1.908;0.1094;;;
MMG;N9;-0.009189;;;1.824;0.17;;;
MMG;C8;0.104475;;;1.908;0.086;;;
MMG;N7;-0.552066;;;1.824;0.17;;;
MMG;C5;0.134845;;;1.908;0.086;;;
MMG;C6;0.582267;;;1.908;0.086;;;
MMG;O6;-0.551829;;;1.6612;0.21;;;
MMG;N1;-0.608079;;;1.824;0.17;;;
MMG;C2;0.658738;;;1.908;0.086;;;
MMG;N2;-0.55992;;;1.824;0.17;;;
MMG;H21;0.358433;;;0.6;0.0157;;;
MMG;C23;-0.075365;;;1.908;0.1094;;;
MMG;H31;0.082155;;;1.387;0.0157;;;
MMG;H32;0.082155;;;1.387;0.0157;;;
MMG;H33;0.082155;;;1.387;0.0157;;;
MMG;N3;-0.545626;;;1.824;0.17;;;
MMG;C4;0.193459;;;1.908;0.086;;;
MMG;H1;0.346112;;;0.6;0.0157;;;
MMG;H8;0.159101;;;1.359;0.015;;;
MMI;P;1.087885;;;2.1;0.2;;;
MMI;O1P;-0.766672;;;1.6612;0.21;;;
MMI;O2P;-0.766672;;;1.6612;0.21;;;
MMI;'O2''';-0.327732;;;1.6837;0.17;;;
MMI;CM2;-0.038449;;;1.908;0.1094;;;
MMI;N9;-0.000096;;;1.824;0.17;;;
MMI;C8;0.056409;;;1.908;0.086;;;
MMI;N7;-0.495526;;;1.824;0.17;;;
MMI;C5;0.006072;;;1.908;0.086;;;
MMI;C6;0.565217;;;1.908;0.086;;;
MMI;O6;-0.550729;;;1.6612;0.21;;;
MMI;N1;-0.110385;;;1.824;0.17;;;
MMI;C2;0.199524;;;1.908;0.086;;;
MMI;N3;-0.594458;;;1.824;0.17;;;
MMI;C4;0.357656;;;1.908;0.086;;;
MMI;H2;0.156675;;;1.359;0.015;;;
MMI;C11;-0.181794;;;1.908;0.1094;;;
MMI;H11;0.099358;;;1.387;0.0157;;;
MMI;H12;0.099358;;;1.387;0.0157;;;
MMI;H13;0.099358;;;1.387;0.0157;;;
MMI;H8;0.17518;;;1.359;0.015;;;
MMU;P;1.087885;;;2.1;0.2;;;
